neighbourhood,neighbourhood_group,Area,Type,Latitude,Longitude,Bath_s_,Bedroom_s_,Rent
Bahria Town Phase 7, Rawalpindi,10,House,33.5498633,73.1331083,5,5,80
Bahria Town Phase 7, Rawalpindi,10,House,33.5498633,73.1331083,5,4,160
Bahria Town Phase 7, Rawalpindi,10,House,33.5498633,73.1331083,3,3,150
Bahria Town Phase 7, Rawalpindi,10,House,33.5498633,73.1331083,3,3,120
Bahria Town Phase 7, Rawalpindi,12.4,House,33.5498633,73.1331083,4,3,100
Bahria Town Phase 7, Rawalpindi,5,House,33.5498633,73.1331083,4,3,65
Bahria Town Phase 7, Rawalpindi,10,House,33.5498633,73.1331083,2,2,75
DHA Phase 1 - Defence Villas, Islamabad,12,House,33.5110032,73.0820351,5,5,100
DHA Phase 1 - Defence Villas, Islamabad,10,House,33.5110032,73.0820351,4,4,110
DHA Phase 1 - Defence Villas, Islamabad,12,House,33.5110032,73.0820351,3,4,95
DHA Phase 1 - Defence Villas, Islamabad,11,House,33.5110032,73.0820351,4,3,110
DHA Phase 1 - Defence Villas, Islamabad,11,House,33.5110032,73.0820351,4,3,100
DHA Phase 1 - Defence Villas, Islamabad,12,House,33.5110032,73.0820351,5,3,100
DHA Phase 1 - Defence Villas, Islamabad,11,House,33.5110032,73.0820351,5,3,100
DHA Phase 1 - Defence Villas, Islamabad,11,House,33.5110032,73.0820351,3,3,95
DHA Phase 1 - Defence Villas, Islamabad,12,House,33.5110032,73.0820351,4,3,95
DHA Phase 1 - Defence Villas, Islamabad,15,House,33.5110032,73.0820351,3,3,90
DHA Phase 1 - Defence Villas, Islamabad,11,House,33.5110032,73.0820351,4,3,90
DHA Phase 1 - Defence Villas, Islamabad,12,House,33.5110032,73.0820351,4,3,85
Bahria Town Phase 4, Rawalpindi,20,House,33.5498633,73.1331083,5,5,220
Bahria Town Phase 4, Rawalpindi,10,House,33.5498633,73.1331083,5,5,130
Bahria Town Phase 4, Rawalpindi,10,House,33.5498633,73.1331083,5,5,120
Bahria Town Phase 4, Rawalpindi,20,House,33.5498633,73.1331083,5,8,235
Bahria Town Phase 4, Rawalpindi,20,House,33.5498633,73.1331083,6,7,220
Bahria Town Phase 4, Rawalpindi,20,House,33.5498633,73.1331083,7,6,220
Bahria Town Phase 4, Rawalpindi,20,House,33.5498633,73.1331083,6,6,210
Bahria Town Phase 4, Rawalpindi,20,House,33.5498633,73.1331083,6,6,195
Bahria Town Phase 4, Rawalpindi,20,House,33.5498633,73.1331083,7,6,195
Bahria Town Phase 4, Rawalpindi,20,House,33.5498633,73.1331083,6,6,150
Bahria Town Phase 4, Rawalpindi,10,House,33.5498633,73.1331083,6,6,130
Bahria Town Phase 4, Rawalpindi,20,House,33.5498633,73.1331083,6,5,420
Bahria Town Phase 4, Rawalpindi,10,House,33.5498633,73.1331083,5,5,350
Bahria Town Phase 4, Rawalpindi,20,House,33.5498633,73.1331083,6,5,220
Bahria Town Phase 4, Rawalpindi,10,House,33.5498633,73.1331083,6,5,190
Bahria Town Phase 4, Rawalpindi,20,House,33.5498633,73.1331083,6,5,175
Bahria Town Phase 4, Rawalpindi,20,House,33.5498633,73.1331083,6,5,150
Bahria Town Phase 4, Rawalpindi,20,House,33.5498633,73.1331083,6,5,130
Bahria Town Phase 4, Rawalpindi,10,House,33.5498633,73.1331083,6,5,130
Bahria Town Phase 4, Rawalpindi,10,House,33.5498633,73.1331083,6,5,125
Bahria Town Phase 4, Rawalpindi,10,House,33.5498633,73.1331083,6,5,120
Bahria Town Phase 4, Rawalpindi,10,House,33.5498633,73.1331083,5,5,115
Bahria Town Phase 4, Rawalpindi,10,House,33.5498633,73.1331083,6,5,115
Bahria Town Phase 4, Rawalpindi,10,House,33.5498633,73.1331083,6,5,110
Bahria Town Phase 4, Rawalpindi,10,House,33.5498633,73.1331083,7,5,110
Bahria Town Phase 4, Rawalpindi,10,House,33.5498633,73.1331083,6,5,100
Bahria Town Phase 4, Rawalpindi,10,House,33.5498633,73.1331083,5,5,95
Bahria Town Phase 4, Rawalpindi,10,House,33.5498633,73.1331083,6,5,90
Bahria Town Phase 4, Rawalpindi,10,House,33.5498633,73.1331083,5,5,77
Bahria Town Phase 4, Rawalpindi,10,House,33.5498633,73.1331083,5,4,140
Bahria Town Phase 4, Rawalpindi,10,House,33.5498633,73.1331083,5,4,120
Bahria Town Phase 4, Rawalpindi,10,House,33.5498633,73.1331083,5,4,95
Bahria Town Phase 4, Rawalpindi,10,House,33.5488409,73.1199605,3,3,150
